Date__c,Amount__c,Method__c,_Method__c,_Form,Account__c,Establishment__c,Subject__c,Recurring__c,_Type,RecordTypeId,Category__c,_Category,_WF Visa,_FNBO Visa,_BR Visa,_WF Checking,_WF Savings,_FNBO Checking,_FNBO Savings,_Fidelity,_Cash,_Venmo,Reflected_Online__c
2022-04-18,30,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Phone Payment to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Phone Payment to Dad,(ND) Phone Payment to Dad,,,,-30,,,,,,,TRUE
2022-04-19,96.69,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - auto insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-96.69,,,,,,,TRUE
2022-04-19,2.26,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.26,,,,,,,,,TRUE
2022-04-19,50,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Park Omaha wallet,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,50,,,,,,,,TRUE
2022-04-19,62.65,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Alamo Drafthouse,Date night - Alamo drafthouse,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,62.65,,,,,,,,,TRUE
2022-04-19,250,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Student loan payback to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Student loan payback to Dad,(ND) Student loan payback to Dad,,,,-250,,,,,,,TRUE
2022-04-20,2.63,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.63,,,,,,,,,TRUE
2022-04-20,10,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Parking violation,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,10,,,,,,,,TRUE
2022-04-21,5.57,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,FNBO,Main Bank 16th Floor Dining Room,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,5.57,,,,,,,,,TRUE
2022-04-21,8,Cash,Cash,Cash,001Dn0000033D9iIAE,Sozo,Sozo - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-8,,FALSE
2022-04-21,25.35,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Wohlner's,Wohlner's - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,25.35,,,,,,,,TRUE
2022-04-22,3,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Omaha Epply Airport,Omaha airport parking garage,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,3,,,,,,,,,,TRUE
2022-04-22,3,Cash,Cash,Cash,001Dn0000033D9iIAE,Omaha Epply Airport,Omaha airport apple juice,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-3,,FALSE
2022-04-22,6.15,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Gatorade at John Mulaney show,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,6.15,,,,,,,,,,TRUE
2022-04-22,18.85,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Arby's,Arby's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,18.85,,,,,,,,,TRUE
2022-04-22,257.5,Check,Check,WF Checking,"001Dn0000033D9ZIAU	",DMV,Vehicle registration renewal,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,,-257.5,,,,,,,TRUE
2022-04-23,34.19,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Bronco's,Bronco's - dinner,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,34.19,,,,,,,,,TRUE
2022-04-24,1,Cash,Cash,Cash,001Dn0000033D9iIAE,The Moon,Jukebox at the Moon,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-1,,FALSE
2022-04-24,12.42,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Sozo,Sozo - coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,12.42,,,,,,,,TRUE
2022-04-25,67.86,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Target,Target - household supplies,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,67.86,,,,,,,,,,TRUE
2022-04-25,100,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Salesforce,Salesforce Platform Developer I Exam scheduling fee,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,100,,,,,,,,TRUE
2022-04-27,1,Cash,Cash,Cash,001Dn0000033D9iIAE,,Gave a homeless a buck (my last one),FALSE,Discretionary,012Dn000000tHzXIAU,Charitable giving,(D) Charitable giving,,,,,,,,,-1,,FALSE
2022-04-27,3.33,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,FNBO,Main Bank 16th Floor Dining Room,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,3.33,,,,,,,,,TRUE
2022-04-27,4,Cash,Cash,Cash,001Dn0000033D9iIAE,Sozo,Sozo - drinks ,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-4,,FALSE
2022-04-28,9.99,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Mixthemusic,"Mixthemusic - No Rain, Blind Melon",FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,9.99,,,,,,,,TRUE
2022-04-28,88.48,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Aldi,Aldi - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,88.48,,,,,,,,,TRUE
2022-04-28,92.79,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Tap House,Tap House - guys night dinner,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,92.79,,,,,,,,,,TRUE
2022-04-29,5.57,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,FNBO,Main Bank 16th Floor Dining Room,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,5.57,,,,,,,,,TRUE
2022-04-29,37.46,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Casey's,Casey's - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,37.46,,,,,,,,TRUE
2022-04-29,503.85,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Verizon,New phone and phone case and screen protector,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,503.85,,,,,,,,,TRUE
2022-04-30,12.42,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - renter's insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-12.42,,,,,,,TRUE
2022-04-30,15,Venmo Transfer,Venmo Transfer,Venmo,001Dn0000033D9fIAE,,Dinner from food truck,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,,-15,TRUE
2022-04-30,17.1,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Berry & Rye,Berry & Rye - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,17.1,,,,,,,,,,TRUE
2022-04-30,20,Venmo Transfer,Venmo Transfer,Venmo,001Dn0000033D9fIAE,,Donated to Ikaika memorial,FALSE,Discretionary,012Dn000000tHzXIAU,Charitable giving,(D) Charitable giving,,,,,,,,,,-20,TRUE
2022-05-01,78.19,Online Payment,Online Transfer,FNBO Checking,001Dn0000033D9jIAE,Cox,Cox Internet,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Internet,(ND) Internet,,,,,,-78.19,,,,,TRUE
2022-05-01,1388.44,Online Payment,Online Transfer,FNBO Checking,001Dn0000033D9jIAE,Joslyn Lofts,Joslyn Lofts - rent,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Rent & Utilities,(ND) Rent & Utilities,,,,,,-1388.44,,,,,TRUE
2022-05-01,10,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Parking violation,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,10,,,,,,,,TRUE
2022-05-01,40,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Paid Kawai for John Mulaney ticket less contribution to Ikaika memorial,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,-40,,,,,,,TRUE
2022-05-02,63.13,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,,Camping passes,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,63.13,,,,,,,,TRUE
2022-05-03,33,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,YMCA,YMCA Subscription,TRUE,Nondiscretionary,012Dn000000tHzcIAE,YMCA Subscription,(ND) YMCA Subscription,33,,,,,,,,,,TRUE
2022-05-03,2.63,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.63,,,,,,,,,TRUE
2022-05-03,8.39,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Café Postale,Café Postale - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,8.39,,,,,,,,,,TRUE
2022-05-04,10.69,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,,HBO Max subscription,TRUE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,10.69,,,,,,,,TRUE
2022-05-04,4.52,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,4.52,,,,,,,,,TRUE
2022-05-04,6.68,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,PrintWithMe,Printed stuff at Sozo,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,,6.68,,,,,,,,TRUE
2022-05-04,27.39,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Café Postale,Café Postale - lunch,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,27.39,,,,,,,,TRUE
2022-05-05,2.26,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.26,,,,,,,,,TRUE
2022-05-05,10,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Parking violation,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,10,,,,,,,,TRUE
2022-05-05,46.72,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Taqueria Tijuana,Taqueria Tijuana - tacos for Cinco de Mayo,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,46.72,,,,,,,,TRUE
2022-05-06,5.9,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,5.9,,,,,,,,,TRUE
2022-05-06,15.06,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,13th Street Coffee,13th Street Coffee - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,15.06,,,,,,,,,,TRUE
2022-05-06,45.22,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,The Session Room,The Session Room - dinner,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,45.22,,,,,,,,TRUE
2022-05-07,26.74,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Russell Speeder's,Russell Speeder's Unlimited Express Subscription,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Carwash Subscription,(ND) Carwash Subscription,26.74,,,,,,,,,,TRUE
2022-05-07,28.49,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Dollar General,Dollar General - camping supplies,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,28.49,,,,,,,,,,TRUE
2022-05-07,29.22,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Shell,Shell - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,29.22,,,,,,,,,TRUE
2022-05-07,159.75,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Costco,Costco - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,159.75,,,,,,,,,TRUE
2022-05-09,37.62,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Denny's,Denny's - lunch,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,37.62,,,,,,,,TRUE
2022-05-10,2.63,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.63,,,,,,,,,TRUE
2022-05-10,13.79,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Pickleman's,Pickleman's - lunch,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,13.79,,,,,,,,,,TRUE
2022-05-12,2.26,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.26,,,,,,,,,TRUE
2022-05-12,3.18,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Pocket tanks weapons pack,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,3.18,,,,,,,,,,TRUE
2022-05-12,37,Cash,Cash,Cash,001Dn0000033D9iIAE,Reverb Lounge,Reverb Lounge - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-37,,FALSE
2022-05-12,153,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Amazon,Amazon - kitchen cabinet,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,153,,,,,,,,,,TRUE
2022-05-13,10,Cash,Cash,Cash,001Dn0000033D9iIAE,Shakedown Street,Shakedown Street - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-10,,FALSE
2022-05-14,5.33,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Apple TV,TRUE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,5.33,,,,,,,,,,TRUE
2022-05-14,6.41,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Amazon,Amazon - batteries for caliper,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,6.41,,,,,,,,,,TRUE
2022-05-14,18,Cash,Cash,Cash,001Dn0000033D9iIAE,The Moon,The Moon - beer,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-18,,FALSE
2022-05-14,29.6,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Noodles & Company,Noodles & Company - lunch,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,29.6,,,,,,,,TRUE
2022-05-16,96.67,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - auto insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-96.67,,,,,,,TRUE
2022-05-16,9.19,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Pickleman's,Pickleman's - dinner,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,9.19,,,,,,,,,,TRUE
2022-05-16,50,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Park Omaha wallet,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,50,,,,,,,,TRUE
2022-05-17,2.63,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Lime,Lime Scooter,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,2.63,,,,,,,,,TRUE
2022-05-17,7.12,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,FNBO,Main Bank 16th Floor Dining Room,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,7.12,,,,,,,,,TRUE
2022-05-17,12.83,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Ace Hardware,Ace Hardware - electronics cleaner spray,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,,12.83,,,,,,,,TRUE
2022-05-17,200,Check,Check,WF Checking,"001Dn0000033D9ZIAU	",,Corolla Payment,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Car Payment,(ND) Car Payment,,,,-200,,,,,,,TRUE
2022-05-18,18.6,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Ace Hardware,Ace Hardware - electrical wire and spade connectors,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,,18.6,,,,,,,,TRUE
2022-05-18,30,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Phone Payment to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Phone Payment to Dad,(ND) Phone Payment to Dad,,,,-30,,,,,,,TRUE
2022-05-18,149.8,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Ground Floor Guitar,Orange Micro Terror MH20,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,149.8,,,,,,,,,TRUE
2022-05-19,9.87,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,The Moon,Moon - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,9.87,,,,,,,,,,TRUE
2022-05-19,10.85,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Wendy's,Wendy's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,10.85,,,,,,,,,,TRUE
2022-05-19,38.77,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Love's,Love's - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,38.77,,,,,,,,,TRUE
2022-05-20,42.4,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Five Guys,Five Guys with Sam,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,42.4,,,,,,,,,TRUE
2022-05-21,3,Cash,Cash,Cash,001Dn0000033D9iIAE,Speedway,Speedway - lemonade,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-3,,FALSE
2022-05-21,5,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",,ATM Withdrawal fee,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,,-5,,,,,,,TRUE
2022-05-21,17.99,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Holiday,Holiday - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,17.99,,,,,,,,,TRUE
2022-05-21,27,Cash,Cash,Cash,001Dn0000033D9iIAE,,Drinks on night out for Guenin's birthday,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-27,,FALSE
2022-05-21,35.04,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Speedway,Speedway - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,35.04,,,,,,,,TRUE
2022-05-22,5,Cash,Cash,Cash,001Dn0000033D9iIAE,Starbucks,Starbucks - coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-5,,FALSE
2022-05-22,33.74,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Arby's,Arby's - lunch,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,33.74,,,,,,,,,TRUE
2022-05-23,6.29,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,McDonald's,McDonald's ,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,6.29,,,,,,,,TRUE
2022-05-23,38.22,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Casey's,Casey's - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,38.22,,,,,,,,TRUE
2022-05-24,4.87,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,FNBO,Main Bank 16th Floor Dining Room,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,4.87,,,,,,,,,TRUE
2022-05-24,28,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Hy-Vee,Hy-vee - flowers for Kawai,FALSE,Discretionary,012Dn000000tHzXIAU,Giftgiving,(D) Giftgiving,28,,,,,,,,,,TRUE
2022-05-25,12,Venmo Transfer,Venmo Transfer,Venmo,001Dn0000033D9fIAE,Fizzy's,Paid Caleb for dinner at Fizzy's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,,-12,TRUE
2022-05-27,10,Cash,Cash,Cash,001Dn0000033D9iIAE,13th Street Coffee,13th Street Coffee - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-10,,FALSE
2022-05-27,250,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Student loan payback to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Student loan payback to Dad,(ND) Student loan payback to Dad,,,,-250,,,,,,,TRUE
2022-05-28,5.23,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Sozo,Sozo - coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,5.23,,,,,,,,,,TRUE
2022-05-28,11.52,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Voodoo Taco,Voodoo Taco - tacos for Doug,FALSE,Discretionary,012Dn000000tHzXIAU,Giftgiving,(D) Giftgiving,,,11.52,,,,,,,,TRUE
2022-05-28,12.26,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Juice Stop,Juice Stop - smoothies,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,12.26,,,,,,,,,,TRUE
2022-05-29,5,Cash,Cash,Cash,001Dn0000033D9iIAE,Sozo,Sozo - drinks,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-5,,FALSE
2022-05-29,15.66,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Poke Boba House,Poke Boba House - poke bowl for Kawai,FALSE,Discretionary,012Dn000000tHzXIAU,Giftgiving,(D) Giftgiving,,,15.66,,,,,,,,TRUE
2022-05-29,15.75,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Subway,Subway - sandwiches for Doug and myself,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,15.75,,,,,,,,TRUE
2022-05-30,9.91,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Cubby's,Cubby's - ice cream & something else,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,9.91,,,,,,,,,TRUE
2022-05-30,16.18,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Baker's,Baker's - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,16.18,,,,,,,,,,TRUE
2022-05-31,12.23,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - renter's insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-12.23,,,,,,,TRUE
2022-06-01,78.19,Online Payment,Online Transfer,FNBO Checking,001Dn0000033D9jIAE,Cox,Cox Internet,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Internet,(ND) Internet,,,,,,-78.19,,,,,TRUE
2022-06-01,1415.88,Online Payment,Online Transfer,FNBO Checking,001Dn0000033D9jIAE,Joslyn Lofts,Joslyn Lofts - rent,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Rent & Utilities,(ND) Rent & Utilities,,,,,,-1415.88,,,,,TRUE
